BairroId;CidadeId;Nome;NomeAbreviado;NomeFonetizado
6A3A0AE2-CA27-43A4-8B15-4583F0036452;82D00B68-8B43-401F-A558-58CA5C8FFA51;Nossa Senhora Aparecida;NULL;MOSA SEMORA APARESDA
A36EF479-44B0-4C99-A40A-458402DEFE46;9763931F-1F6A-4774-A388-1B0B9CFC8074;Vila Saiago;NULL;VIRA SAIAGO
E3EE5BA8-BC2B-494C-8E51-458763B15135;1A025CFA-B77F-40CA-80FF-86AAD45BA7C1;Vila Aliança;NULL;VIRA ARIAMSA
284FF8F1-BB1D-4A45-93DE-4587C6832442;E6DE2F6A-8856-4BD5-BD8F-9BF9EFAA132A;Maria Marconato;NULL;MARIA MARKMATO
3B29E2F6-2D62-4C52-9326-458820CDE047;1EC2D483-D757-42BF-8A3D-2D3AB6E969E1;Residencial Gramado;NULL;RESIDEMSAR GAMADO
B5E0CCBA-983A-4304-B17F-458874BD2701;BE941C19-F19A-406D-A667-9CD89446679D;Centro;NULL;SMTO
09A36987-C478-46E1-B17A-45899C3C0C25;1060A077-1065-41D7-BF7A-79AEC917263A;Zona IV;NULL;SOMA IV
025DBE83-15D5-4271-BF98-458A3DD62BFE;EA37DC91-4FD7-4069-9EF8-183A9A01B226;Planta Belvedere;NULL;PRAMTA BERVEDERE
4C6B7016-3920-46E7-8D35-458B190AAC23;A3D0C8E6-432A-4BBA-BFB3-A8B4B68DA980;Parque Varanda do Visconde;NULL;PARKUE VARAMA DO VISKME
61997B6D-A767-403F-BEB9-458B47928DA1;D2B78971-ADD0-4845-A817-98EABD0EAE0C;Centro;NULL;SMTO
5D5965D7-D1A6-41DD-BDCE-458C4DD3522B;DFC0F08C-DE4D-4B21-8D12-5B311646A847;Jardim Saint Moritz;NULL;JARDIM SAIMT MORIT
084BED29-A637-4DC2-B8AC-458D035B04E7;75F07BED-55C7-4E99-AEE5-35ADBE1A330D;Imperial;NULL;IMPERIAU
A62D0578-67B3-467F-8A87-458D1520557A;3F809D47-E417-4F1A-AA87-3C8B984D94E7;Ibraim Mendoça;NULL;IBAIM MEMOSA
3202216F-05F9-41EB-9731-45938ABB71C4;684781EF-E1DC-4E07-9A35-BD4E34F59549;Adriana Parque;NULL;ADRIAMA PARKUE
3A867EB2-5695-4A6B-A226-45946D6B7CD8;6108D811-340A-4390-BB59-4114849A1636;Estância Bom Viver;NULL;ETÂMSA BOM VIVE
22419720-C3E1-4796-AB54-4594F3324A27;E66044AD-873C-4285-885E-C12C121EEF3D;Morro da Gama;NULL;MORO DA GAMA
C8E216DC-339A-47E1-BCA0-45963276B3E6;BA311A29-6341-4F7B-AF3B-549196164BA7;Paranoá;NULL;PARAMOA
C1024B8D-EE40-49EE-BDBD-459871900508;2F9A4729-7CD2-4DB7-8527-DA554F43E3B5;Camaquã;NULL;KMAKUA
75D749E6-1E14-4AE1-86FD-45995E1FBC9A;1A025CFA-B77F-40CA-80FF-86AAD45BA7C1;Vila Rubens;NULL;VIRA RUBEM
48DCCAB9-4E98-45A1-9D57-459B523D07EC;54BAC341-CC0B-4861-BA69-D9EC4118848E;Centro;NULL;SMTO
32969F6A-3E9E-4D04-AB52-459B68A96F9A;37E313EB-9CE4-4585-8F3A-444A372B7DDD;Boa Vista;NULL;BOA VITA
1B4939A6-E066-43C0-9C6F-459DE82AD358;8E40FCCE-16F4-41C2-A06E-D48750FB39BC;Paz;NULL;PA
22414AB8-E54D-4EC9-BB3B-45A00FAA3E76;CA57FBDA-5582-4B97-8BC9-2E53183E4F93;Lagos de Shanadu;NULL;RAGOS DE SAMADU
A32A48F1-CE89-4F83-89F8-45A5D1A89517;C137E504-A68C-46CD-9C9A-33D8F8B277BE;São João da Figueira;NULL;SAO JOAO DA FIGUEIRA
5231A2CB-028B-4EA9-A9E7-45A6D01DF685;369AA753-605C-4E04-B754-08718417CCA5;Parque Fongaro;NULL;PARKUE FOGARO
66F9DF22-1D63-47A4-97B5-45AB51C780CA;32E0BD81-3B94-435D-9860-0973B4C0F7F4;Jardim Camila;NULL;JARDIM KMIRA
13E386B9-7611-4050-A712-45B24D8F981B;369AA753-605C-4E04-B754-08718417CCA5;Parque Císper;NULL;PARKUE SPE
9C3E4048-F8EC-4E42-89E9-45B4F7044A7A;AFFF96F6-474D-4051-B359-71245F8C1DA3;Vila Prudêncio;NULL;VIRA PUDEMSO
E57B1809-8ED3-4003-8C95-45B5902E43CA;2C1E70AB-7D4E-42D3-BF33-BD6966B25ABE;Centro;NULL;SMTO
B5090162-CC96-413C-BC25-45BA5A3C82DB;EF115F8A-5926-4154-8FAE-FC6C16010D07;Centro;NULL;SMTO
343FA51D-7451-4946-B9F5-45BB2B5D2096;369AA753-605C-4E04-B754-08718417CCA5;Vila Portuguesa;NULL;VIRA POTUGUESA
107F06AD-658A-4FE0-87B0-45BD9A70374E;50F0B8B7-2976-41E9-8B0C-2B0653FE5F8E;Parque Xangrilá;NULL;PARKUE SAGIRA
E17211E5-7959-4DDE-AED9-45BDD58C56AF;2FB939B6-F081-4CAC-A658-C48DC269A768;Centro;NULL;SMTO
C87B0FC3-513F-47C0-B0D7-45C13D3F7310;32CF2EC7-C6FE-43C6-B7CE-4ED54BF9D1A5;Jardim Uirapurú;NULL;JARDIM UIRAPURU
1BE1997B-5768-4D24-8B20-45C1861A9621;D857DEE4-590F-463E-9DDD-99F1A74D9370;Itaquaciara;NULL;ITAKUASARA
0898CF13-777A-498D-B4A0-45C2874BEF75;43509735-E078-4662-B1CD-08DD6E835369;Jardim Pará (Fazendinha);NULL;JARDIM PARA (FASEMIMA)
9A397CE3-F0CF-43C4-88BC-45C2AE76D769;F5F52EC8-D943-4B11-8211-85B7AD4CAE34;São Francisco;NULL;SAO FRAMSK
8591DE8F-60FC-4652-AF66-45C3D87E788F;52EA3A00-209D-4237-BFA3-AC2E1A3701FD;Horto;NULL;OTO
039F886D-F8E3-4134-92CD-45C4AF045FC1;A2B2FCD3-1BBA-429A-838F-A70F43AB33DD;Zona 02;NULL;SOMA 02
5BD11ED5-E848-489D-B0CF-45C53A5A5D1E;E38B37F3-2318-4506-B6AB-90EF97DC35FE;Núcleo Micro Industrial Presidente Wilson;NULL;MUKREO MIKRO IMUTIAR PESIDEMTE VIRSO
B6453269-16B5-4C7F-9BF0-45C8DF56B388;A2B2FCD3-1BBA-429A-838F-A70F43AB33DD;Jardim Montreal;NULL;JARDIM MOMTEAU
A8BDF4A2-2D65-41B8-BAD1-45C9A8F31CD6;880C79D8-748B-4DBA-B963-20B82BC9EA9B;Residencial São José;NULL;RESIDEMSAR SAO JOSE
5A884262-1668-4CE1-BADC-45C9AA1E23AE;DFC0F08C-DE4D-4B21-8D12-5B311646A847;Vila Sônia do Taboão;NULL;VIRA SÔMIA DO TABO
BD13F9DF-8AD2-49FE-9AEF-45CEEFA8C9DD;E155D505-3217-4959-9CFD-F098DAD14DF5;Centro;NULL;SMTO
B2492ED5-8059-4926-85B4-45CF134EA995;11E6CB9C-C8BA-4248-ACF3-60AE8152B500;Vila Diehl;NULL;VIRA DIEU
6AE4CB5A-20C9-4536-9053-45D098BF33CC;896B9840-B991-4CB4-8BB0-90A7021FA9ED;Centro;NULL;SMTO
3C0418A3-95F2-48C6-AEBF-45D260D1B68E;7A4DAD93-8FD3-408F-9CB6-A56045FF4451;Vila Paulista;NULL;VIRA PAURITA
52ADA5DD-D627-4B43-8AAD-45D36CB85A10;50F0B8B7-2976-41E9-8B0C-2B0653FE5F8E;Jardim Stella;NULL;JARDIM TERA
9D7CC658-0095-46E0-8D05-45D3DE1FBB3D;A22DBA0B-C47B-42D0-9F9C-7C43D0105A9A;Residencial Paineiras;NULL;RESIDEMSAR PAIMEIRA
B7256136-A48E-44E4-AB65-45D5527FA75A;A0FE6AA3-E92C-4821-A2D2-ECAEBDA6436F;São Lourenço;NULL;SAO ROUREMSO
8B22275E-C1FE-4C83-9AE6-45D64B8F3514;82D00B68-8B43-401F-A558-58CA5C8FFA51;Universal;NULL;UMIVESAU
3652E496-02F4-44AF-8C1F-45DD932CBD37;068D35ED-2E4B-4880-A672-F81DC9A178FB;Vila Vênus;NULL;VIRA VEMU
B92B9906-B5F9-445B-B44C-45DF0274E83E;9D0069E2-F1D0-4C8A-8F19-ACB4A6A50FAD;Centro;NULL;SMTO
FD5B19CA-6671-4C30-A6A6-45DF8F58AE98;CA7D5ABF-C96D-40B7-8D1E-CE83B8B0BF99;Residencial Vista Alegre II e III (Zona Rural);NULL;RESIDEMSAR VITA AREGE I E I (SOMA RURAR)
83BE2A6C-5AE3-42E5-8F0E-45E35B05E775;AFFF96F6-474D-4051-B359-71245F8C1DA3;Porto Belo I;NULL;POTO BERO I
EA93ECC1-20B5-4450-BFBD-45E4B2A89D46;E7D4391B-2D84-41A9-B5E4-97864C17A9F3;Jardim São Caetano;NULL;JARDIM SAO KETAMO
68C11D8C-161E-4FCD-BD28-45E4C0A047E0;71EE6F00-BC27-417D-9D3E-305AF68EAF01;Conjunto Habitacional Padre Emílio Immos;NULL;KJUMTO ABITASOMAR PADRE EMIRIO IMO
C2C72ABB-F318-4AE8-9C39-45E5BE64C995;BECC9900-2961-49C5-8557-6EBB2875D419;Águas Lindas;NULL;AGUAS RIMA
149958F0-3122-4940-ACB3-45E62DDDE595;30CD4DC3-7C52-4E60-905D-7A673B945333;Vila Didi;NULL;VIRA DIDI
AEC43A8F-7D8B-46B9-A7EA-45E6578E1F81;6B88560C-8ADE-47A8-9AFF-0D07C331CA40;Parque das Nações;NULL;PARKUE DAS MASOE
C473A5A8-C963-4181-A9A8-45EBE0AF2384;A22DBA0B-C47B-42D0-9F9C-7C43D0105A9A;Terras de Piracicaba;NULL;TERAS DE PIRASKBA
19A21FE8-67A4-4F4A-BB4C-45EFFEE45EE0;B6EE8C1D-C87C-4BDD-B360-824A8F677E1C;Centro;NULL;SMTO
82C6A0F0-595E-4A22-AEC9-45F0A3503480;C4169117-3765-40F6-B363-E97E4ED298CF;Rio Crespo;NULL;NULL
0701D6F2-E6D6-4726-92C2-45F0C645A2D0;2C9AA834-2E3D-4EC4-92EB-1B41171D26A4;Vila Real Continuaçao;NULL;VIRA REAR KMTIMUAS
EC05AA6A-56D2-4CC1-BF8E-45F2536A02D2;FE5D82E8-E65B-4FB3-A281-3727948CFF31;Centro;NULL;SMTO
D1F3212A-3B53-43A2-99C4-45F2B60AFC7E;8916A636-22C1-44B6-89A9-415A47F3DA37;São Torquato;NULL;SAO TORKUATO
A605B9B3-294E-4A10-8FB6-45F46E55FFDD;B9E37620-6670-4910-9547-EEF69FAE4EFE;Centro;NULL;SMTO
08A83290-AEBE-4777-A827-45F5FB51A9AC;9763931F-1F6A-4774-A388-1B0B9CFC8074;Jardim Munira;NULL;JARDIM MUMIRA
0B992BC2-322E-4E80-A568-45F680A672DB;70C0FF30-7108-4ED3-B309-A272F345E138;Parque Ideal;NULL;PARKUE IDEAU
815E9E83-CC6B-4B61-8B63-45F713717C11;D54D456F-4837-425F-89AB-7E641E2F43DE;João Viana;NULL;JOAO VIAMA
2053F678-C011-4A47-965C-45F89FE1E69A;369AA753-605C-4E04-B754-08718417CCA5;Vila Morumbi;NULL;VIRA MORUMBI
361C7B61-BC10-4CE9-9BAA-45F8F97E67AF;DBD2DCEC-7E43-493A-BFAE-E877A912D79D;Parque São Jorge;NULL;PARKUE SAO JOJ
DDF92C26-0BBB-4EDE-BC6E-45FB3112C1D4;E34BE704-AEDD-4BC6-A095-3119698DE2C4;Parque Industrial;NULL;PARKUE IMUTIAU
FC51FB20-56FB-4E3C-AF44-45FBCCA1DC6A;3682669B-0510-4E96-A4E9-44FF264E19E6;Pimentéis;NULL;PIMEMTEI
4949FBAD-2730-4053-A496-45FD5B43AB27;54C860CC-A9E4-4CF4-B8D8-3245DA78ECE8;Centro;NULL;SMTO
2335BE96-1597-416F-B17B-45FDDDA8573B;369AA753-605C-4E04-B754-08718417CCA5;Cursino;NULL;KSIMO
729D1159-9DD8-4660-BD6E-460083530217;7961A397-9293-49B8-B7F5-0E86B23284B8;Lagoinha (Venda Nova);NULL;RAGOIMA (VEMA MOVA)
5481391A-8A7E-48E4-86C0-4600F4109BB8;32CF2EC7-C6FE-43C6-B7CE-4ED54BF9D1A5;Lagoa Park;NULL;RAGOA PARK
F13A27D1-3392-4A32-B83B-460287F09C36;2C9AA834-2E3D-4EC4-92EB-1B41171D26A4;Parque do Horto;NULL;PARKUE DO OTO
AB15B155-B6DD-4185-8A38-4603594A73E3;369AA753-605C-4E04-B754-08718417CCA5;Vila Ernesto;NULL;VIRA ERMETO
4C5CA88F-580D-4AC2-B9A0-4606C5FCD6A2;2C1189C7-3553-42B8-ADF2-665059C70F3E;Vila Aristarcho;NULL;VIRA ARITASO
4FECCD5A-72D5-4F8C-8169-460B7A50749E;75F07BED-55C7-4E99-AEE5-35ADBE1A330D;Parque Residencial Guadalajara;NULL;PARKUE RESIDEMSAR GUADARAJARA
A06A9AC5-492F-4324-B085-460CECC3DDA7;2D582ABD-24FA-46BA-ACDD-AEF59C6DCAF6;Jardim América;NULL;JARDIM AMERIK
79B3EDE8-D381-44E7-A9EE-460D81B930EE;4AAA5D33-D343-49B9-BFBB-8465FA6C7F8F;Ville Chamonix;NULL;VIRE SAMOMI
9119EF74-509F-4578-B2FD-46102AF9B0B5;9F8CB916-AA64-4BD6-A2C8-C3E1F8C4C7BF;Jardim Araxá;NULL;JARDIM ARASA
F6CD71F4-C427-4B51-BB72-4610DFA21542;85303B21-81A9-48FB-BD8E-0DDD96BA87A6;Pirapetinga;NULL;PIRAPETIGA
67FCB13D-84AF-481A-9423-4611A28034A2;029944BD-A092-4822-98B5-7A9714A42DB5;Setor Central;NULL;SETOR SMTAU
43DCF71D-05A5-4059-B41E-461608E201AA;C75D4F7D-7274-417D-8104-029DB6E5AA39;Fernando Falcão;NULL;NULL
9DF66A54-6E56-4D2C-8D10-4616B85BCE2A;369AA753-605C-4E04-B754-08718417CCA5;Vila Morro Grande;NULL;VIRA MORO GAME
65D79379-EE91-4D5D-B30B-4618C4A08509;8E262B44-56CE-4E94-81AB-2C031831111B;Parque das Chácaras;NULL;PARKUE DAS SAKRA
004AD7D5-D811-44EE-89AD-4619A37573E5;6E648960-F932-4AAF-A0A4-E98453273063;Nova Vista;NULL;MOVA VITA
1F92AD87-D091-4E8C-A610-461A702F6AFB;99FDD9D9-50BF-4626-845F-5C2BB84B0C9A;14 de Novembro;NULL;14 DE MOVEMBO
BF39A47C-0C4B-48FD-816E-461B94A2CD73;F538F0FF-2E11-4889-9F45-CC8A562FC63B;Chácaras Rurais de Guararema;NULL;SAKRAS RURAIS DE GUARAREMA
3C958023-81C4-4E27-96FA-461DF69ED816;F0420E07-CC0F-4B2E-8321-5AC78AB56C88;Vila Liberdade;NULL;VIRA RIBERDADE
2948B0B7-D762-4D52-9EFA-461DFCE04538;C83E123F-7333-4042-96FF-C5F3AC95922F;Nova Descoberta;NULL;MOVA DESKBETA
3BFB2198-6EA2-452A-AA05-461E2B74B46F;2D582ABD-24FA-46BA-ACDD-AEF59C6DCAF6;Safra;NULL;SAFRA
BA912ED4-4B9C-47B5-899C-4622EF8CDBA8;47307C7A-FF72-4660-AC38-39BDE60FFB0B;Melgaço;NULL;MERGASO
C3A6AF77-8767-4245-BC4F-462354C92393;D3CA6459-3E27-4970-A676-B9D2CC6B218B;Colônia Antônio Aleixo;NULL;KRÔMIA AMTÔMIO AREISO
390B2F9C-3AC0-4C05-9B3D-462570F76C61;A4A2FBBD-3BB4-402D-BB7D-AB541175DD23;Divinópolis;NULL;DIVIMOPORI
62CA5F32-4E5D-4DE1-AFA0-4629C6E88ABE;78948CDD-2F67-4B89-BD03-FB122EDBF1D5;Jardim Santa Júlia (Vila Xavier);NULL;JARDIM SAMTA JURIA (VIRA SAVIER)
8E0534D3-CD6C-41E2-A2C5-462BF89E7AE0;8E40FCCE-16F4-41C2-A06E-D48750FB39BC;Parque Santo Antônio;NULL;PARKUE SAMTO AMTÔMIO
D0D3D2AC-D50F-40E8-BC84-462C09301B78;FD3D2C7D-054B-45C9-AA40-9C5FA098A091;Pântano do Sul;NULL;PÂMTAMO DO SU
F1C549DD-D1C3-4A42-9FB4-462C967FEBF1;FA1CBDD4-B27A-4364-895C-FAFD379F8FA3;Jardim Barueri;NULL;JARDIM BARUERI
95877D58-536F-4FA0-8EB8-4630AA567E1D;C07899A9-316D-4E40-9443-A08A1CE8F9C6;Chácaras Nova Germânia;NULL;SAKRAS MOVA JSMÂMIA
29CC80CC-F8F4-4223-B2B9-4630CD143079;369AA753-605C-4E04-B754-08718417CCA5;Jardim São Cristóvão;NULL;JARDIM SAO KRITOV
E5780D91-0210-40A9-B28F-4634C15754BD;83E72133-FF2D-4585-B65F-72EA03A1C0AB;Jardim Oriental;NULL;JARDIM ORIEMTAU
97DEFFAA-6798-44F6-ABE5-4635288AAE11;7C009D6F-50C2-4FFC-8E1A-7EC7F8FDE0CC;Pinheiros;NULL;PIMEIRO
A1E4D107-FAD1-4959-9182-4637C5A5EB19;F77B3AE1-CF68-453F-B65A-698D5D981874;Vila Carla;NULL;VIRA KRA
8A688DE9-1376-43A0-B12A-4638C89FBA80;3F5E0F00-EF0D-49CD-B650-4CBAFBF6B571;Jardim Brasília;NULL;JARDIM BASIRIA
DC6F3CB9-ADB7-425B-AC77-463926D0903C;1060A077-1065-41D7-BF7A-79AEC917263A;Parque San Caetano;NULL;PARKUE SAM KETAMO
D6426002-B4EF-4D35-BA06-463A202853EF;8C802CB4-B72E-48FB-924E-12B11AEA405D;Centro;NULL;SMTO
DB05470D-9CD4-4B94-BCAB-463AA88FC21D;6588D62C-E9ED-42A9-A5F8-316C947D1702;Vila Belém;NULL;VIRA BERE
703ED4E7-55AB-408C-B878-463AA89DD98E;01277C1C-01E3-434A-802B-119B78D7F9F7;Santa Luzia;NULL;SAMTA RUSIA
8496F8B1-6ED6-41D0-9D75-463CF89FA196;24D54F11-2211-46F5-9909-D89FC4C5E141;Centro;NULL;SMTO
C59EBD46-5D02-49F6-8AB7-463F0ADFFF16;32CF2EC7-C6FE-43C6-B7CE-4ED54BF9D1A5;Pólo Empresarial;NULL;PORO EMPESARIAU
9DB7C54C-F712-400D-A0C8-464184A9029F;6EC7DD7D-4C79-4109-BCDB-48B38D980F29;Granja Daniel;NULL;GAJA DAMIEU
8C868322-4681-4823-9588-4642DC1C3067;C217FBC4-3B79-44F4-BE0C-3D2C0E7235DF;Conjunto Novo Centauro;NULL;KJUMTO MOVO SMTAURO
6F0D88DE-2645-4710-A812-4644B307BD6C;068D35ED-2E4B-4880-A672-F81DC9A178FB;Venda Velha;NULL;VEMA VERA
9C2C384A-FDA0-4186-A2DF-46455E08EF77;357D91E8-B65B-4CB1-B81B-C0E4E6D17DC2;Centro;NULL;SMTO
85BC85E9-A77A-4737-928B-464861D9F87C;C9C00F9A-CC27-40E7-8C22-C69E72010DBC;Conjunto Residencial Tancredo Neves;NULL;KJUMTO RESIDEMSAR TAMKREDO MEVE
8B8E499F-DD4E-4232-8181-4649824CB3E2;50F0B8B7-2976-41E9-8B0C-2B0653FE5F8E;Residencial Nova Bandeirante;NULL;RESIDEMSAR MOVA BAMEIRAMTE
4B9F1A8C-0B34-4EE3-9F34-464B8A727C7C;3A704150-CC16-47C0-A4CF-843EE274A5A6;Residencial Maria Cândida;NULL;RESIDEMSAR MARIA KÂMIDA
3FF0B23C-884D-4580-8945-464D4412A82F;DFD195FE-C3F4-4AF4-921C-F1BE622E2703;Distrito Industrial;NULL;DITITO IMUTIAU
C62CA4C5-E1B0-4252-8EAE-464F2B0E462E;CE31839C-DE81-4E23-9AF1-3210F024A241;Jardim Antomar;NULL;JARDIM AMTOMA
02C776CE-C93E-4259-86D8-46511ABB87F9;EE461797-1ADD-4410-BE59-244330B91C9D;Vila Íris;NULL;VIRA IRI
1D573621-A382-4AB7-B636-46514833EB8A;AFBDA8FB-3697-4457-A1DC-719C1FA09047;Padre Eustáquio;NULL;PADRE EUTAKUIO
AEFD0582-C06F-488C-89A2-4652C42F1A81;A68D8864-C27F-4330-875A-33F1A3FFCA90;Centro;NULL;SMTO
7258673F-B960-434B-8D13-4652F54146F0;32CF2EC7-C6FE-43C6-B7CE-4ED54BF9D1A5;Vila Adelina;NULL;VIRA ADERIMA
8A0365DC-A9CD-4664-8362-46558DFD9C54;2A58CE2B-0E0B-4FD4-981E-D1B037965BCD;Centro;NULL;SMTO
1DBA5366-B70C-4927-91FF-4657DED897B9;369AA753-605C-4E04-B754-08718417CCA5;Vila Conceição;NULL;VIRA KMSIS
722C1CEE-10DB-432C-9015-465B0A07C180;7961A397-9293-49B8-B7F5-0E86B23284B8;Camargos;NULL;KMAGO
7CE4E517-8E2A-4159-A1B1-465D612E9B3D;369AA753-605C-4E04-B754-08718417CCA5;Jardim Meliunas;NULL;JARDIM MERIUMA
800CD623-2B26-45A2-BE0B-465E061586FB;B95A6101-8A0C-43CB-B5CF-3844211BE391;Parque Estrela Dalva II;NULL;PARKUE ETERA DARVA I
321E4774-3654-442D-BD39-465F136BA6B2;848301B3-21DB-44BA-9872-FDD0EFB6C888;Centro;NULL;SMTO
871E997F-5016-4E61-8076-466240033955;F77B3AE1-CF68-453F-B65A-698D5D981874;Jardim Tejereba;NULL;JARDIM TEJEREBA
5EA87C40-0196-4AB7-816C-46631BF823EB;8916A636-22C1-44B6-89A9-415A47F3DA37;Santa Mônica;NULL;SAMTA MÔMIK
4EF32160-37B9-4833-A061-46680B7B1B19;899F7CC8-E599-4DB8-9EF0-0B65E64FDB4A;Lagoa da Cruz;NULL;RAGOA DA KRU
FB77E2AC-A339-46D8-9101-466EB06EC134;CE31839C-DE81-4E23-9AF1-3210F024A241;Jardim Santa Rosa;NULL;JARDIM SAMTA ROSA
37095A04-1850-400D-ADAD-46706B7D7BB8;E38B37F3-2318-4506-B6AB-90EF97DC35FE;Jardim Gabriela I;NULL;JARDIM GABIERA I
87AD8CC2-A45E-4F40-BEF7-4670D2774A33;55404F47-5668-484D-A1D3-C9E9EA9F210C;Núcleo Habitacional Bela Vista II;NULL;MUKREO ABITASOMAR BERA VITA I
2510EBB7-27F3-4F52-AE5A-4679A88591F7;849D9DD0-3B31-4A71-93B8-B74B6E8C199E;Rincão do Cristóvão Pereira;NULL;RIMKO DO KRITOVAO PEREIRA
E9341629-A618-4C72-86CA-467A26EDFED1;1E7B7D8C-50B9-4D97-AEFC-7B6F238CC68C;São José;NULL;SAO JOSE
AFF442B7-6631-4B33-AF52-467B9FA59DC2;88C5F42F-BFE7-4812-8E35-DE0590CDB263;Águas Mortas;NULL;AGUAS MOTA
F25C34A4-7706-45B4-9591-467BEB933423;DAF4BD95-1B19-46B9-AFF5-FA2D674B9048;Chácara das Freiras;NULL;SAKRA DAS FREIRA
07B19C63-A618-4343-9AC6-467CD24FE9C8;BAD23A71-A26C-42A0-A737-256BFF83041E;Parque Capivari;NULL;PARKUE KPIVARI
8C15C8E5-56F3-459F-8023-467D17B0AD7C;97A53B7D-6A28-4E6E-B088-A821C4D05BBB;Residencial Santa Lúcia;NULL;RESIDEMSAR SAMTA RUSA
91CAB494-B51F-47D5-89AC-467F7684CBBE;8C8FCA12-2EE3-4F96-9236-41104B27534E;Jardim Vasconcelos;NULL;JARDIM VASKMSRO
0C37F1CB-FBED-4AE1-958A-46807F90DC43;369AA753-605C-4E04-B754-08718417CCA5;Vila Brasília (Zona Sul);NULL;VIRA BASIRIA (SOMA SUR)
7F91DB7E-7A15-4985-BD7B-468122F6F465;8B9DE857-1340-4726-B0D7-1AACF0C1A688;Centro;NULL;SMTO
0F19FDBF-ED34-4F0D-B3FD-4681CAF41965;115A2CB5-9294-40D5-87FB-1206A2691E83;Centro;NULL;SMTO
7623222C-E7A5-4A7F-A08A-4684A3C5303E;2F9A4729-7CD2-4DB7-8527-DA554F43E3B5;Jardim Lindóia;NULL;JARDIM RIMOIA
15BD9525-C016-4955-A029-468513E1B837;7C009D6F-50C2-4FFC-8E1A-7EC7F8FDE0CC;Parque Boa Vista;NULL;PARKUE BOA VITA
18DED3ED-A2DC-4FB4-AAE9-4685161F885B;122AA213-3FF6-4B54-84BE-D63D6D51B133;Setor Central;NULL;SETOR SMTAU
187897BA-34AB-40DB-B836-468AAFE22C99;07BFC5ED-E388-4D60-B32C-A27B8E91A38D;Centro;NULL;SMTO
16A7678F-C05B-4F45-A131-4699F134637B;E1CD53F7-9715-4696-8CA1-5653DB022AE2;Nova Baeta;NULL;MOVA BAETA
08B0B2B9-6FAE-4EF8-8188-469BBC0CF1A9;8AC94EA5-58F9-41D6-807A-3C2468A3A1D7;Jardim das Nações II;NULL;JARDIM DAS MASOES I
2AAB9F89-44E8-4067-A284-469C1AE263C4;10CB9B58-E183-4E21-9A04-4926768FB7FF;Centro;NULL;SMTO
D800C63C-D9B8-4367-B481-469E78CF5BA8;F0420E07-CC0F-4B2E-8321-5AC78AB56C88;Centro;NULL;SMTO
35AE60FF-9749-4181-8992-46A14ACA1EE2;6A92961A-1877-4A02-93CA-FA35D7ED1B95;Jardim Ivanir;NULL;JARDIM IVAMI
316EA131-1423-428E-9D2F-46A41BD05750;880C79D8-748B-4DBA-B963-20B82BC9EA9B;Santa Rita;NULL;SAMTA RITA
66CF69D4-B042-4044-B448-46AA4F86994E;67B4D39A-DA26-4E5B-963A-6A0F719F24F9;Lama Preta;NULL;RAMA PETA
739BE475-E5AE-4DC4-9987-46AA5A835EF5;757D521A-7B15-457D-AD30-DF38987F1E8E;Centro;NULL;SMTO
0F63ABF8-8072-4177-A099-46AB26AC97D6;75F07BED-55C7-4E99-AEE5-35ADBE1A330D;Vila Rancho Novo;NULL;VIRA RAMSO MOVO
E49783B0-9090-499D-B64E-46AF4FB4469A;83E72133-FF2D-4585-B65F-72EA03A1C0AB;Loteamento Cerradinho;NULL;ROTEAMEMTO SRADIMO
51FD4930-D7EC-4AAB-A808-46AF68472F81;C24D2757-C0EF-4C09-9BEE-73E87E4EE251;São Carlos;NULL;SAO KRO
375463D7-FE58-48AF-982B-46AFED2AA8AD;62641365-C2B1-40B2-AB58-431A76C978E0;Jardim Novo II;NULL;JARDIM MOVO I
3F74A7BF-185D-4847-85A5-46B1A0A7EBED;391E1F3D-3713-495A-A878-C1F7905058AC;Centro;NULL;SMTO
E4A03A68-1363-41EB-8204-46B37297DC79;5C89D75B-3F58-4E2B-BF6A-14D3FA31FA9E;Centro;NULL;SMTO
7F5CEC6E-6D2B-47E5-AC37-46B441AAD29B;1060A077-1065-41D7-BF7A-79AEC917263A;Parque Industrial II;NULL;PARKUE IMUTIAR I
83CF1B9C-E1AA-4870-BF6C-46B802813E10;75142C13-2BA8-4FB6-AD5F-B2E04F0008CA;Jardim Bom Jesus;NULL;JARDIM BOM JESU
12423C80-A079-4B48-9CFF-46B970F812D2;369AA753-605C-4E04-B754-08718417CCA5;Parque Atlântico;NULL;PARKUE ATÂMTIK
CECAA701-C305-4A7A-A2AC-46BAFC26627D;0A1D59FA-82C5-48A5-8B10-8BF0DAD05C2E;Centro;NULL;SMTO
DBE12E4F-D3F5-4475-8914-46BB4F4273E6;9269CD39-AF98-4882-BD66-229484CB1B95;Bela Vista;NULL;BERA VITA
02091584-8D34-4D73-B761-46BDF8F0C65D;A344E276-D09D-46A5-BEB8-FE762C0BB19C;Centro;NULL;SMTO
7D7EC4CA-A445-4EAE-99AA-46BF9B3ACD35;6BF1407D-5180-4B70-B7D0-D361C9ED7A20;Parque Alexandre;NULL;PARKUE ARESAMRE
51B40382-2641-4DE3-9026-46C368C65D83;A34E7AE5-44B2-4984-BD20-B262BF275CFF;Centro;NULL;SMTO
